City,DT,Country,Lat,Lon,Temp,Color,Feels_Like,Hi,Low,Cloudiness,Weather,Humidity,Wind
albany,1579885170.0,US,42.6,-73.97,36.54,green,28.09,46.0,30.2,1.0,clear sky,47.0,5.82
vestmannaeyjar,1579884796.0,IS,63.44,-20.27,35.6,green,22.05,35.6,35.6,90.0,overcast clouds,80.0,17.22
mackay,1579885267.0,AU,-21.15,149.2,79.86,red,87.53,81.0,78.01,75.0,broken clouds,88.0,5.82
mananara,1579885268.0,MG,-16.17,49.77,79.29,orange,82.49,79.29,79.29,100.0,light rain,84.0,11.68
mar del plata,1579885270.0,AR,-38.0,-57.56,89.6,red,79.0,89.6,89.6,0.0,clear sky,43.0,27.51
airai,1579885271.0,TL,-8.93,125.41,67.32,orange,70.77,67.32,67.32,73.0,broken clouds,92.0,3.18
hilo,1579885272.0,US,19.73,-155.09,65.61,orange,64.96,68.0,61.0,75.0,broken clouds,77.0,5.82
mount gambier,1579884766.0,AU,-37.83,140.77,59.0,orange,57.29,59.0,59.0,40.0,scattered clouds,93.0,6.93
rikitea,1579885274.0,PF,-23.12,-134.97,78.08,orange,74.28,78.08,78.08,0.0,clear sky,71.0,18.45
ligayan,1579885275.0,PH,4.65,119.47,82.11,red,87.3,82.11,82.11,24.0,light rain,81.0,9.91
chebsara,1579885276.0,RU,59.2,38.84,32.0,green,24.31,32.0,32.0,75.0,broken clouds,91.0,6.71
derzhavinsk,1579885277.0,KZ,51.1,66.32,16.88,blue,5.7,16.88,16.88,100.0,overcast clouds,95.0,10.31
dikson,1579885278.0,RU,73.51,80.55,-3.57,blue,-14.78,-3.57,-3.57,100.0,light snow,96.0,8.43
klyuchi,1579885279.0,RU,52.27,79.17,29.64,blue,16.81,29.64,29.64,100.0,light snow,96.0,15.61
qaanaaq,1579885280.0,GL,77.48,-69.36,-9.54,blue,-20.18,-9.54,-9.54,0.0,clear sky,50.0,6.6
saint-pierre,1579885282.0,RE,-21.34,55.48,76.53,orange,78.26,78.8,71.01,75.0,light rain,94.0,14.99
pimentel,1579885283.0,PE,-6.84,-79.93,66.2,orange,59.5,66.2,66.2,85.0,overcast clouds,29.0,5.82
busselton,1579885284.0,AU,-33.65,115.33,61.0,orange,61.7,61.0,61.0,80.0,broken clouds,78.0,1.01
guiyang,1579885239.0,CN,26.58,106.72,33.8,green,27.9,33.8,33.8,90.0,overcast clouds,98.0,4.47
vostok,1579885286.0,RU,46.49,135.88,-15.12,blue,-24.79,-15.12,-15.12,5.0,clear sky,97.0,5.12
ushuaia,1579885287.0,AR,-54.8,-68.3,53.6,green,48.24,53.6,53.6,75.0,broken clouds,54.0,4.7
khatanga,1579885233.0,RU,71.97,102.5,-26.88,blue,-39.14,-26.88,-26.88,97.0,overcast clouds,88.0,9.33
butaritari,1579885289.0,KI,3.07,172.79,84.2,red,89.87,84.2,84.2,100.0,light rain,74.0,8.32
punta arenas,1579885290.0,CL,-53.15,-70.92,43.5,green,35.8,46.4,42.01,90.0,light rain,93.0,10.29
east london,1579885168.0,ZA,-33.02,27.91,73.4,orange,73.58,73.4,73.4,84.0,light rain,83.0,11.41
sabha,1579885293.0,LY,27.04,14.43,60.35,orange,49.78,60.35,60.35,29.0,scattered clouds,18.0,9.35
quelimane,1579885294.0,MZ,-17.88,36.89,78.51,orange,81.84,78.51,78.51,72.0,broken clouds,76.0,7.9
atuona,1579885257.0,PF,-9.8,-139.03,80.01,red,81.46,80.01,80.01,43.0,light rain,81.0,14.41
taltal,1579885296.0,CL,-25.4,-70.48,74.73,orange,74.3,74.73,74.73,11.0,few clouds,65.0,8.08
kavieng,1579885298.0,PG,-2.57,150.8,83.28,red,87.69,83.28,83.28,0.0,clear sky,65.0,5.97
ixtapa,1579885246.0,MX,20.7,-105.2,76.51,orange,80.15,79.0,73.4,75.0,broken clouds,73.0,4.7
hermanus,1579885300.0,ZA,-34.42,19.23,73.0,orange,75.16,73.0,73.0,0.0,clear sky,81.0,7.0
hobart,1579885098.0,AU,-42.88,147.33,57.49,orange,49.37,60.8,53.01,99.0,overcast clouds,51.0,10.29
cape town,1579885201.0,ZA,-33.93,18.42,72.32,orange,67.75,73.99,70.0,0.0,clear sky,69.0,14.99
sitka,1579885304.0,US,57.05,-135.33,33.8,green,23.99,33.8,33.8,90.0,light rain,98.0,11.41
topolobampo,1579885305.0,MX,25.6,-109.05,63.99,orange,66.24,66.99,60.8,75.0,broken clouds,87.0,1.86
cherskiy,1579885306.0,RU,68.75,161.3,-37.39,blue,-46.7,-37.39,-37.39,65.0,broken clouds,97.0,3.96
mataura,1579885307.0,NZ,-46.19,168.86,59.0,orange,53.89,59.0,59.0,100.0,overcast clouds,93.0,13.0
devgarh,1579885308.0,IN,25.53,73.9,55.76,orange,50.63,55.76,55.76,0.0,clear sky,33.0,1.59
kruisfontein,1579885247.0,ZA,-34.0,24.73,71.47,orange,75.6,71.47,71.47,51.0,broken clouds,78.0,1.5
tura,1579885141.0,IN,25.52,90.22,54.39,green,49.98,54.39,54.39,0.0,clear sky,53.0,3.09
huarmey,1579885313.0,PE,-10.07,-78.15,83.37,red,80.55,83.37,83.37,18.0,few clouds,48.0,11.92
san quintin,1579884746.0,MX,30.48,-115.95,62.17,orange,60.15,62.17,62.17,100.0,overcast clouds,72.0,5.26
tuatapere,1579884866.0,NZ,-46.13,167.68,61.0,orange,59.27,61.0,61.0,100.0,light rain,92.0,8.01
faya,1579885317.0,SA,18.39,42.45,52.66,green,47.44,53.6,51.8,40.0,scattered clouds,81.0,8.05
kapaa,1579885318.0,US,22.08,-159.32,62.98,orange,62.67,64.4,62.01,1.0,clear sky,82.0,4.7
bredasdorp,1579885319.0,ZA,-34.53,20.04,72.27,orange,75.51,73.0,71.6,0.0,clear sky,73.0,2.24
port hedland,1579885029.0,AU,-20.32,118.57,84.2,red,90.9,84.2,84.2,0.0,clear sky,83.0,10.29
new norfolk,1579885321.0,AU,-42.78,147.06,57.38,orange,49.24,60.8,53.01,100.0,light rain,51.0,10.29
tuktoyaktuk,1579885322.0,CA,69.45,-133.04,-4.0,blue,-14.55,-4.0,-4.0,90.0,overcast clouds,76.0,6.93
warrnambool,1579885323.0,AU,-38.38,142.48,61.0,orange,55.33,61.0,61.0,33.0,scattered clouds,87.0,14.05
pakala,1579885324.0,IN,13.47,79.12,78.8,orange,84.72,78.8,78.8,64.0,haze,69.0,1.1
papa,1579885325.0,HU,47.33,17.47,28.89,blue,19.45,30.2,28.0,90.0,mist,92.0,9.17
puerto ayora,1579885326.0,EC,-0.74,-90.35,81.27,red,81.88,84.2,79.0,75.0,broken clouds,66.0,11.41
cairns,1579885224.0,AU,-16.92,145.77,77.11,orange,88.11,78.01,75.99,90.0,light rain,100.0,1.12
georgetown,1579885329.0,MY,5.41,100.34,82.49,red,82.87,84.2,80.01,20.0,few clouds,54.0,8.05
praia da vitoria,1579885330.0,PT,38.73,-27.07,57.2,orange,51.37,57.2,57.2,75.0,broken clouds,76.0,10.36
klaksvik,1579885249.0,FO,62.23,-6.59,39.2,green,30.99,39.2,39.2,100.0,light rain,86.0,9.17
sao filipe,1579885332.0,CV,14.9,-24.5,74.61,orange,69.62,74.61,74.61,2.0,clear sky,67.0,16.67
castro,1579885333.0,BR,-24.79,-50.01,74.53,orange,74.1,74.53,74.53,26.0,light rain,61.0,6.71
husavik,1579885334.0,IS,66.04,-17.34,32.0,green,23.79,32.0,32.0,75.0,broken clouds,80.0,6.93
touros,1579885335.0,BR,-5.2,-35.46,87.8,red,88.05,87.8,87.8,75.0,broken clouds,55.0,12.75
jamestown,1579885336.0,US,42.1,-79.24,41.7,green,30.25,45.0,39.2,90.0,overcast clouds,41.0,11.41
avera,1579885337.0,US,33.19,-82.53,56.82,orange,53.8,60.8,55.0,90.0,overcast clouds,100.0,9.17
oleksandrivka,1579885338.0,UA,48.96,32.23,32.54,green,20.57,32.54,32.54,86.0,overcast clouds,68.0,12.95
nikolayevsk-na-amure,1579885339.0,RU,53.14,140.73,-6.32,blue,-15.18,-6.32,-6.32,100.0,light snow,98.0,4.09
pathein,1579885341.0,MM,16.78,94.73,76.78,orange,70.84,76.78,76.78,47.0,scattered clouds,53.0,15.3
kozhva,1579885342.0,RU,65.11,57.05,-0.62,blue,-9.11,-0.62,-0.62,92.0,light snow,97.0,3.8
ribeira grande,1579885343.0,PT,38.52,-28.7,59.0,orange,53.53,59.0,59.0,75.0,broken clouds,62.0,8.05
dzerzhinskoye,1579885345.0,RU,56.83,95.23,28.18,blue,20.28,28.18,28.18,100.0,overcast clouds,89.0,6.15
conceicao da barra,1579885346.0,BR,-18.59,-39.73,78.39,orange,71.73,78.39,78.39,100.0,light rain,82.0,27.63
pevek,1579885260.0,RU,69.7,170.31,-27.89,blue,-35.9,-27.89,-27.89,0.0,clear sky,97.0,1.81
san patricio,1579885349.0,MX,19.22,-104.7,77.0,orange,82.06,77.0,77.0,40.0,scattered clouds,78.0,4.23
vaini,1579885244.0,TO,-21.2,-175.2,77.0,orange,80.83,77.0,77.0,40.0,scattered clouds,83.0,8.05
ilulissat,1579884769.0,GL,69.22,-51.1,19.4,blue,4.46,19.4,19.4,75.0,broken clouds,62.0,16.11
chokurdakh,1579885352.0,RU,70.63,147.92,-35.1,blue,-44.81,-35.1,-35.1,0.0,clear sky,88.0,4.68
caravelas,1579885353.0,BR,-17.71,-39.25,78.44,orange,76.62,78.44,78.44,100.0,light rain,85.0,20.13
burdur,1579885354.0,TR,37.72,30.29,31.53,green,23.76,33.8,30.2,0.0,clear sky,58.0,4.7
lebu,1579885355.0,CL,-37.62,-73.65,72.01,orange,62.98,72.01,72.01,0.0,clear sky,32.0,12.28
bluff,1579885357.0,NZ,-46.6,168.33,59.0,orange,53.89,59.0,59.0,100.0,light rain,93.0,13.0
khadyzhensk,1579885358.0,RU,44.43,39.53,30.6,blue,21.45,30.6,30.6,31.0,scattered clouds,79.0,8.25
vila franca do campo,1579885242.0,PT,37.72,-25.43,59.0,orange,55.92,59.0,59.0,20.0,few clouds,67.0,4.7
port alfred,1579885361.0,ZA,-33.59,26.89,66.99,orange,69.58,66.99,66.99,67.0,moderate rain,90.0,4.0
todos santos,1579885205.0,MX,23.45,-110.22,66.42,orange,67.33,71.01,60.8,75.0,broken clouds,82.0,4.7
san juan,1579885109.0,AR,-31.54,-68.54,97.38,red,87.37,97.38,97.38,53.0,broken clouds,17.0,15.77
menongue,1579885365.0,AO,-14.66,17.69,70.38,orange,71.73,70.38,70.38,43.0,scattered clouds,68.0,2.95
kieta,1579885366.0,PG,-6.22,155.63,81.01,red,87.13,81.01,81.01,37.0,scattered clouds,77.0,5.61
aripuana,1579885367.0,BR,-9.17,-60.63,81.09,red,90.72,81.09,81.09,66.0,light rain,91.0,4.76
prainha,1579885368.0,BR,-1.8,-53.48,99.5,red,100.18,99.5,99.5,76.0,broken clouds,30.0,6.31
gwadar,1579885369.0,PK,25.12,62.33,71.92,orange,72.3,71.92,71.92,13.0,few clouds,57.0,2.57
avarua,1579885232.0,CK,-21.21,-159.78,78.8,orange,86.41,78.8,78.8,83.0,broken clouds,94.0,6.93
sokoni,1579885373.0,TZ,-6.43,39.55,83.37,red,90.52,84.2,82.4,75.0,broken clouds,79.0,6.93
hithadhoo,1579885375.0,MV,-0.6,73.08,84.45,red,90.0,84.45,84.45,53.0,light rain,76.0,9.64
narsaq,1579885298.0,GL,60.92,-46.05,26.6,blue,19.24,26.6,26.6,90.0,light snow,79.0,4.36
saint george,1579885220.0,US,37.1,-113.58,38.8,green,34.14,46.0,35.6,1.0,clear sky,93.0,3.36
iqaluit,1579885379.0,CA,63.75,-68.51,-23.39,blue,-36.22,-23.01,-23.8,20.0,few clouds,61.0,10.29
yellowknife,1579885287.0,CA,62.46,-114.35,5.0,blue,-7.67,5.0,5.0,75.0,light snow,84.0,11.41
kramat,1579885381.0,ID,-8.13,113.45,68.09,orange,73.38,68.09,68.09,42.0,scattered clouds,95.0,1.28
kununurra,1579885382.0,AU,-15.77,128.73,84.2,red,94.21,84.2,84.2,98.0,overcast clouds,89.0,6.93
saint-augustin,1579885287.0,CA,51.23,-58.65,5.77,blue,-9.56,5.77,5.77,0.0,clear sky,70.0,15.9
khorramshahr,1579885385.0,IR,30.44,48.17,57.99,orange,53.42,59.0,57.2,0.0,clear sky,54.0,4.7
lompoc,1579885200.0,US,34.64,-120.46,52.3,orange,45.54,59.0,44.6,1.0,clear sky,93.0,12.33
waitati,1579885387.0,NZ,-45.75,170.57,65.5,orange,63.9,68.0,63.0,100.0,light rain,93.0,11.03
gat,1579885381.0,IL,31.61,34.76,46.51,green,42.6,50.0,39.0,20.0,few clouds,81.0,3.36
thompson,1579885220.0,CA,55.74,-97.86,6.8,blue,-2.65,6.8,6.8,75.0,broken clouds,84.0,5.82
bendigo,1579885390.0,AU,-36.77,144.28,54.48,orange,48.79,55.0,54.0,5.0,heavy intensity rain,44.0,4.03
fortuna,1579885391.0,US,40.6,-124.16,51.28,green,48.83,53.6,48.99,40.0,scattered clouds,87.0,3.36
sungairaya,1579885392.0,ID,0.7,108.9,74.43,orange,82.74,74.43,74.43,80.0,broken clouds,97.0,2.1
shingu,1579884795.0,JP,33.73,135.98,49.28,green,41.18,49.28,49.28,55.0,broken clouds,69.0,10.29
pangnirtung,1579885394.0,CA,66.15,-65.71,-27.4,blue,-36.26,-27.4,-27.4,20.0,few clouds,67.0,3.2
ipixuna,1579885397.0,BR,-1.76,-48.8,78.8,orange,87.04,78.8,78.8,75.0,light rain,94.0,5.82
bethel,1579885398.0,US,41.37,-73.41,45.32,green,38.86,51.01,39.0,40.0,light rain,56.0,4.76
honningsvag,1579885399.0,NO,70.98,25.97,23.43,blue,8.69,24.8,21.2,75.0,shower rain,85.0,17.22
saint anthony,1579885400.0,US,45.02,-93.22,29.91,green,22.5,32.0,28.0,75.0,broken clouds,92.0,5.82
talnakh,1579884822.0,RU,69.49,88.4,6.8,blue,-6.93,6.8,6.8,75.0,light snow,84.0,13.42
ponta do sol,1579885402.0,PT,32.67,-17.1,61.52,orange,57.13,64.4,57.99,40.0,scattered clouds,55.0,5.82
inhambane,1579885403.0,MZ,-23.86,35.38,77.41,orange,76.86,77.41,77.41,0.0,clear sky,75.0,13.53
nanortalik,1579885404.0,GL,60.14,-45.24,25.95,blue,8.85,25.95,25.95,100.0,light snow,93.0,22.26
waingapu,1579885406.0,ID,-9.66,120.26,83.55,red,89.53,83.55,83.55,12.0,moderate rain,74.0,7.14
lorengau,1579885265.0,PG,-2.02,147.27,83.53,red,89.47,83.53,83.53,5.0,clear sky,70.0,5.53
ketchikan,1579885292.0,US,55.34,-131.65,45.46,green,28.47,46.4,44.6,90.0,moderate rain,93.0,27.51
dawei,1579885411.0,MM,14.08,98.2,78.53,orange,81.61,78.53,78.53,17.0,few clouds,67.0,5.23
moose factory,1579885412.0,CA,51.26,-80.61,10.4,blue,2.44,10.4,10.4,1.0,clear sky,78.0,3.36
itoman,1579885413.0,JP,26.12,127.67,67.24,orange,70.66,69.8,62.6,40.0,scattered clouds,88.0,2.24
cherdyn,1579885414.0,RU,60.4,56.48,7.52,blue,-0.76,7.52,7.52,86.0,overcast clouds,96.0,4.07
suez,1579885415.0,EG,29.97,32.53,51.98,green,42.62,51.98,51.98,6.0,clear sky,53.0,11.21
seoul,1579885120.0,KR,37.57,126.98,29.71,green,24.73,32.0,28.4,1.0,clear sky,86.0,1.12
barrow,1579885368.0,US,71.29,-156.79,-20.2,blue,-32.31,-20.2,-20.2,1.0,clear sky,75.0,9.17
omsukchan,1579885420.0,RU,62.53,155.8,-40.29,blue,-50.46,-40.29,-40.29,100.0,overcast clouds,99.0,5.46
quatre cocos,1579885421.0,MU,-20.21,57.76,80.82,red,89.06,81.0,80.6,75.0,light intensity shower rain,94.0,8.05
svetlogorsk,1579885422.0,BY,52.63,29.73,34.34,green,22.53,34.34,34.34,100.0,overcast clouds,85.0,14.18
aklavik,1579885423.0,CA,68.22,-135.01,-4.0,blue,-17.01,-4.0,-4.0,90.0,light snow,83.0,11.41
torbay,1579885424.0,CA,47.67,-52.73,33.35,green,20.71,34.0,32.0,40.0,scattered clouds,64.0,14.0
kochki,1579885426.0,RU,54.34,80.48,29.46,blue,16.29,29.46,29.46,100.0,light snow,95.0,16.13
leningradskiy,1579885427.0,RU,69.38,178.42,-23.42,blue,-31.94,-23.42,-23.42,0.0,clear sky,70.0,2.68
portland,1579885417.0,US,45.52,-122.68,49.1,green,41.59,51.8,46.0,90.0,overcast clouds,87.0,11.41
tasiilaq,1579885430.0,GL,65.61,-37.64,19.4,blue,-6.72,19.4,19.4,75.0,broken clouds,52.0,35.57
farafangana,1579885431.0,MG,-22.82,47.83,78.08,orange,76.14,78.08,78.08,30.0,light rain,77.0,17.25
chapais,1579885432.0,CA,49.78,-74.85,6.8,blue,-3.17,6.8,6.8,90.0,light snow,92.0,6.93
hirara,1579885337.0,JP,24.8,125.28,71.76,orange,71.82,71.76,71.76,53.0,broken clouds,81.0,9.78
mata,1579885434.0,PT,40.68,-7.46,50.45,green,45.09,54.0,46.0,100.0,overcast clouds,63.0,5.01
mitsamiouli,1579885435.0,KM,-11.38,43.28,77.0,orange,84.79,77.0,77.0,90.0,light rain,94.0,4.7
maldonado,1579885436.0,UY,-34.67,-54.92,82.4,red,79.47,82.4,82.4,17.0,few clouds,54.0,13.87
port lincoln,1579885437.0,AU,-34.73,135.87,60.98,orange,59.16,60.98,60.98,0.0,clear sky,83.0,6.42
nikolskoye,1579885438.0,RU,59.7,30.79,34.3,green,24.62,36.0,33.01,67.0,light snow,96.0,11.18
geraldton,1579885223.0,AU,-28.77,114.6,68.0,orange,67.57,68.0,68.0,0.0,clear sky,77.0,6.93
tam ky,1579885440.0,VN,15.57,108.48,77.0,orange,79.9,77.0,77.0,75.0,broken clouds,78.0,8.05
terra santa,1579885442.0,BR,-2.1,-56.49,99.95,red,103.28,99.95,99.95,44.0,scattered clouds,32.0,3.29
the valley,1579885213.0,AI,18.22,-63.06,81.54,red,85.44,84.2,78.8,20.0,few clouds,69.0,6.93
te anau,1579885445.0,NZ,-45.42,167.72,57.78,orange,59.54,57.78,57.78,100.0,moderate rain,100.0,1.28
namibe,1579885257.0,AO,-15.2,12.15,75.51,orange,75.61,75.51,75.51,0.0,clear sky,77.0,11.43
ahipara,1579885447.0,NZ,-35.17,173.17,62.01,orange,61.81,62.01,62.01,0.0,clear sky,100.0,7.54
half moon bay,1579885448.0,US,37.46,-122.43,51.01,orange,49.21,55.0,46.4,1.0,clear sky,93.0,2.91
arraial do cabo,1579885449.0,BR,-22.97,-42.03,76.06,orange,80.96,77.0,75.2,90.0,overcast clouds,88.0,6.93
eyrarbakki,1579885450.0,IS,63.86,-21.15,31.91,green,20.75,35.6,30.0,90.0,overcast clouds,89.0,12.75
ondjiva,1579885451.0,AO,-17.07,15.73,87.8,red,86.07,87.8,87.8,20.0,few clouds,40.0,9.17
antigonish,1579885452.0,CA,45.62,-62.0,33.17,green,23.49,37.0,30.99,40.0,scattered clouds,87.0,10.29
cidreira,1579885455.0,BR,-30.18,-50.21,74.08,orange,72.43,74.08,74.08,10.0,clear sky,74.0,12.53
manta,1579885399.0,EC,-0.95,-80.73,84.2,red,90.64,84.2,84.2,40.0,scattered clouds,74.0,6.93
los llanos de aridane,1579885457.0,ES,28.66,-17.92,62.82,orange,60.26,66.2,59.0,40.0,scattered clouds,63.0,4.7
luganville,1579885458.0,VU,-15.53,167.17,71.1,orange,77.99,71.1,71.1,56.0,broken clouds,96.0,1.23
murgab,1579885459.0,TM,37.5,61.97,44.6,green,37.47,44.6,44.6,0.0,clear sky,81.0,8.41
naze,1579885447.0,JP,28.37,129.48,68.0,orange,71.17,68.0,68.0,98.0,light rain,94.0,4.7
aden,1579885264.0,YE,12.78,45.04,77.45,orange,81.73,77.45,77.45,95.0,overcast clouds,70.0,3.27
bengkulu,1579885463.0,ID,-3.8,102.27,74.03,orange,80.91,74.03,74.03,100.0,heavy intensity rain,97.0,4.27
trairi,1579885464.0,BR,-3.28,-39.27,89.19,red,89.28,89.19,89.19,28.0,scattered clouds,48.0,10.74
nabire,1579885466.0,ID,-3.37,135.48,73.51,orange,81.59,73.51,73.51,95.0,light rain,97.0,1.63
vardo,1579885467.0,NO,70.37,31.11,19.22,blue,10.56,23.0,14.0,75.0,light snow,85.0,5.82
saint-philippe,1579885468.0,RE,-21.36,55.77,76.48,orange,78.17,78.8,71.01,75.0,light rain,94.0,14.99
saldanha,1579885469.0,ZA,-33.01,17.94,78.8,orange,77.81,78.8,78.8,0.0,clear sky,54.0,8.05
zalantun,1579885470.0,CN,48.0,122.72,-2.06,blue,-11.16,-2.06,-2.06,97.0,overcast clouds,81.0,4.56
grindavik,1579885471.0,IS,63.84,-22.43,32.0,green,21.34,32.0,32.0,90.0,overcast clouds,82.0,11.41
bentley,1579885472.0,GB,53.53,-1.15,45.07,green,40.48,48.2,42.01,90.0,overcast clouds,87.0,4.7
kitimat,1579885226.0,CA,54.05,-128.65,32.95,green,26.83,33.8,32.0,90.0,light rain,99.0,4.7
esperance,1579885445.0,AU,-33.87,121.9,60.8,orange,61.11,60.8,60.8,90.0,overcast clouds,100.0,5.82
rawson,1579885236.0,AR,-43.3,-65.1,73.4,orange,61.92,73.4,73.4,75.0,light intensity drizzle,25.0,14.99
luderitz,1579885477.0,NA,-26.65,15.16,77.0,orange,74.07,77.0,77.0,0.0,clear sky,57.0,11.41
acurenam,1579885478.0,GQ,1.03,10.65,73.6,orange,77.97,73.6,73.6,86.0,overcast clouds,87.0,5.32
vanimo,1579885479.0,PG,-2.67,141.3,82.65,red,89.28,82.65,82.65,96.0,light rain,77.0,6.29
broome,1579885480.0,US,42.25,-75.83,45.19,green,36.09,50.0,41.0,1.0,clear sky,48.0,8.57
tiarei,1579885481.0,PF,-17.53,-149.33,78.44,orange,84.69,78.8,78.01,40.0,scattered clouds,78.0,3.36
najran,1579885482.0,SA,17.49,44.13,66.2,orange,60.78,66.2,66.2,13.0,few clouds,34.0,4.7
provideniya,1579885483.0,RU,64.38,-173.3,-7.8,blue,-17.28,-7.8,-7.8,91.0,overcast clouds,96.0,5.12
washington,1579885328.0,US,47.5,-120.5,33.6,green,26.73,36.0,30.99,90.0,fog,93.0,5.82
calatayud,1579885486.0,ES,41.35,-1.64,49.55,green,45.14,53.6,46.0,97.0,overcast clouds,76.0,4.7
chuy,1579885488.0,UY,-33.7,-53.46,82.09,red,80.92,82.09,82.09,0.0,clear sky,44.0,6.6
havre-saint-pierre,1579885489.0,CA,50.23,-63.6,12.2,blue,1.26,12.2,12.2,1.0,clear sky,51.0,8.05
nan,1579885490.0,TH,18.83,100.67,66.16,orange,63.0,66.16,66.16,3.0,clear sky,37.0,1.39
marzuq,1579885491.0,YE,14.4,46.47,64.47,orange,65.93,64.47,64.47,70.0,broken clouds,80.0,2.04
csongrad,1579885492.0,HU,46.71,20.14,29.17,blue,22.57,30.99,28.0,90.0,fog,100.0,4.7
port elizabeth,1579885493.0,ZA,-33.92,25.57,71.6,orange,66.29,71.6,71.6,59.0,broken clouds,78.0,18.34
coromoro,1579885494.0,CO,6.29,-73.04,76.35,orange,74.88,76.35,76.35,94.0,overcast clouds,50.0,6.13
upernavik,1579885494.0,GL,72.79,-56.15,-13.49,blue,-22.83,-13.49,-13.49,30.0,scattered clouds,89.0,4.54
ures,1579885496.0,MX,29.43,-110.4,62.62,orange,61.97,63.0,62.01,29.0,scattered clouds,62.0,1.01
kerema,1579885499.0,PG,-7.96,145.78,76.03,orange,81.27,76.03,76.03,51.0,broken clouds,78.0,3.06
byron bay,1579885500.0,AU,-28.65,153.62,78.4,red,81.72,80.6,75.99,90.0,overcast clouds,83.0,10.29
kupang,1579885501.0,ID,-10.17,123.58,78.8,orange,89.69,78.8,78.8,75.0,broken clouds,94.0,1.12
bay roberts,1579885502.0,CA,47.6,-53.26,33.39,green,21.78,34.0,32.0,40.0,scattered clouds,64.0,12.19
rancagua,1579885503.0,CL,-34.17,-70.74,80.6,red,79.41,80.6,80.6,0.0,clear sky,47.0,6.93
waipawa,1579885504.0,NZ,-41.41,175.52,61.57,orange,48.04,63.0,60.01,27.0,scattered clouds,77.0,26.4
tshikapa,1579885505.0,CD,-6.42,20.8,75.18,orange,80.76,75.18,75.18,100.0,overcast clouds,76.0,1.14
longyearbyen,1579885438.0,SJ,78.22,15.64,8.6,blue,-13.29,8.6,8.6,40.0,scattered clouds,60.0,27.51
tual,1579885509.0,ID,-5.67,132.75,83.55,red,88.9,83.55,83.55,68.0,broken clouds,73.0,7.83
qandala,1579885510.0,SO,11.47,49.87,74.03,orange,78.8,74.03,74.03,96.0,overcast clouds,79.0,2.57
olafsvik,1579885511.0,IS,64.89,-23.71,31.15,blue,20.57,31.15,31.15,100.0,overcast clouds,79.0,10.94
suchitoto,1579885512.0,SV,13.94,-89.03,78.35,red,73.74,86.0,73.4,0.0,clear sky,53.0,13.87
impfondo,1579885325.0,CG,1.64,18.07,80.44,red,75.61,80.44,80.44,100.0,overcast clouds,19.0,2.86
lata,1579885514.0,PT,40.16,-8.33,54.84,orange,48.94,57.99,51.01,20.0,few clouds,67.0,8.05
iisalmi,1579885515.0,FI,63.56,27.19,28.4,blue,18.73,28.4,28.4,61.0,broken clouds,86.0,9.17
kodiak,1579885248.0,US,57.79,-152.41,15.8,blue,1.81,15.8,15.8,1.0,clear sky,56.0,13.87
huadian,1579885517.0,CN,42.96,126.75,-2.38,blue,-10.23,-2.38,-2.38,0.0,clear sky,87.0,2.39
padang,1579885518.0,ID,-0.95,100.35,68.31,orange,71.91,68.31,68.31,59.0,light rain,95.0,4.45
ardahan,1579885519.0,TR,41.11,42.7,-1.07,blue,-9.87,-1.07,-1.07,28.0,scattered clouds,95.0,4.27
sogne,1579885521.0,NO,58.08,7.82,42.53,green,31.08,44.6,39.99,75.0,broken clouds,65.0,13.87
victoria,1579885271.0,HK,22.29,114.16,68.54,orange,66.63,73.0,64.99,40.0,scattered clouds,83.0,11.41
lavrentiya,1579885336.0,RU,65.58,-171.0,-16.42,blue,-25.44,-16.42,-16.42,0.0,clear sky,79.0,3.8
komsomolskiy,1579885524.0,UZ,40.43,71.72,35.6,green,25.88,35.6,35.6,75.0,mist,63.0,9.17
presque isle,1579885525.0,US,46.68,-68.02,25.32,blue,14.97,28.0,21.99,75.0,broken clouds,73.0,9.17
gushi,1579885526.0,CN,34.64,109.58,36.61,green,30.33,36.61,36.61,100.0,light rain,92.0,5.48
nampula,1579885482.0,MZ,-15.12,39.27,71.42,orange,77.02,71.42,71.42,77.0,light rain,96.0,3.83
pouebo,1579885528.0,NC,-20.4,164.57,68.97,orange,72.72,68.97,68.97,48.0,scattered clouds,91.0,3.71
erenhot,1579885507.0,CN,43.65,111.98,12.15,blue,0.16,12.15,12.15,0.0,clear sky,80.0,10.71
samarai,1579885247.0,PG,-10.62,150.67,76.15,orange,83.68,76.15,76.15,18.0,few clouds,90.0,3.02
katsuura,1579885505.0,JP,35.13,140.3,47.52,green,33.28,51.8,45.0,100.0,light rain,80.0,21.92
phaphund,1579885532.0,IN,26.6,79.47,52.0,green,47.66,52.0,52.0,26.0,scattered clouds,62.0,3.53
sumisip,1579885534.0,PH,6.42,121.97,73.58,orange,80.37,73.58,73.58,30.0,scattered clouds,94.0,3.11
douglas,1579885393.0,US,41.3,-96.17,29.46,blue,16.2,30.99,28.0,90.0,mist,92.0,16.11
veraval,1579885295.0,IN,20.9,70.37,68.34,orange,59.99,68.34,68.34,0.0,clear sky,32.0,10.0
rimbey,1579885538.0,CA,52.63,-114.24,30.2,blue,24.24,30.2,30.2,75.0,broken clouds,74.0,2.24
champerico,1579885539.0,GT,14.3,-91.92,82.4,red,84.31,82.4,82.4,0.0,clear sky,65.0,9.64
